i,q,p_L
45,0.7,0.5912553082190335
45,0.75,0.5897483159967308
45,0.8,0.5889298073819776
45,0.85,0.5876826131969726
45,0.9,0.585914113680888
45,0.95,0.5841734575977766
45,1.0,0.5809376921425133
45,1.05,0.580921820186494
45,1.1,0.5793823772701269
45,1.15,0.5773980653352637
45,1.2,0.5754011044940032
45,1.25,0.573256703493748
45,1.3,0.5719714903012044
45,1.35,0.5691108329881266
45,1.4,0.5664553340271724
45,1.45,0.5646868915261363
45,1.5,0.5627250098375208
45,1.55,0.559879634727036
45,1.6,0.556332600723252
45,1.65,0.5585606664635008
45,1.7,0.5510462936954288
45,1.75,0.5482963971575431
45,1.8,0.5454900256800378
45,1.85,0.5422232756133383
45,1.9,0.5388987136568038
45,1.95,0.5358950321224721
45,2.0,0.5307891049766282
45,2.05,0.529193827076413
45,2.1,0.5259217638822425
45,2.15,0.5225887151693124
45,2.2,0.5190500554917933
45,2.25,0.5151044562986383
45,2.3,0.5122324820378639
45,2.35,0.5081835616612932
45,2.4,0.5053114338147382
45,2.45,0.5020419477438827
45,2.5,0.49848521531874807
45,2.55,0.4946067859888365
45,2.6,0.4921330733751668
45,2.65,0.4889290780223251
45,2.7,0.4861596478147886
45,2.75,0.4819560342343417
45,2.8,0.4792495498294033
45,2.85,0.4774741446147632
45,2.9,0.47479001034597546
45,2.95,0.47154047530236465
50,0.0,0.5913017675584366
50,0.05,0.5911813121780899
50,0.1,0.5907345584175107
50,0.15,0.5902592399613085
50,0.2,0.5892665718856949
50,0.25,0.5893104630097613
50,0.3,0.588413166326803
50,0.35,0.5878222702214054
50,0.4,0.5862644134278315
50,0.45,0.5857443845257453
50,0.5,0.5850984734718133
50,0.55,0.5841121403472219
50,0.6,0.5822637106912828
50,0.65,0.5814870020433636
50,0.7,0.5798613940755712
50,0.75,0.5786653677797536
50,0.8,0.5774365478460358
50,0.85,0.5766247299035567
50,0.9,0.574450964866102
50,0.95,0.5730106549935179
50,1.0,0.5691798541926831
50,1.05,0.568240572658002
50,1.1,0.5669841643693179
50,1.15,0.564681053573101
50,1.2,0.5621326214645272
50,1.25,0.5601548375994432
50,1.3,0.557662495784574
50,1.35,0.5546681552350258
50,1.4,0.5528097293692141
50,1.45,0.5500382162898035
50,1.5,0.5473877392867476
50,1.55,0.5442473767851641
50,1.6,0.5411888223558325
50,1.65,0.5376633552548623
50,1.7,0.5344199428903693
50,1.75,0.5314467021021757
50,1.8,0.5285880771282351
50,1.85,0.5241607359258833
50,1.9,0.5211079600882644
50,1.95,0.5176654127681817
50,2.0,0.5128727062934654
50,2.05,0.5099337734959095
50,2.1,0.5060012798941993
50,2.15,0.502170482958847
50,2.2,0.49915683530637306
50,2.25,0.49545870593257396
50,2.3,0.4914404226951664
50,2.35,0.48765317226483323
50,2.4,0.48402755485905546
50,2.45,0.4803656171319562
50,2.5,0.4774230033641591
50,2.55,0.47382898673937107
50,2.6,0.4712582509271964
50,2.65,0.46822251339443965
50,2.7,0.4641122925483125
50,2.75,0.46085275025808725
50,2.8,0.45761483943538916
50,2.85,0.45513734122377353
50,2.9,0.45254048113833845
50,2.95,0.44886032218280675
55,0.0,0.5822969285783162
55,0.05,0.5818607728499526
55,0.1,0.5816106889976843
55,0.15,0.5804566893166797
55,0.2,0.5802242014199869
55,0.25,0.5796131694299901
55,0.3,0.5785675133896644
55,0.35,0.5775817462135986
55,0.4,0.5771119598551292
55,0.45,0.576041783933872
55,0.5,0.5754726083031099
55,0.55,0.5739829725065759
55,0.6,0.5716405197340311
55,0.65,0.570950738131126
55,0.7,0.5701089746026479
55,0.75,0.5673120888447295
55,0.8,0.5668832220111971
55,0.85,0.5653971140823859
55,0.9,0.5639185286645149
55,0.95,0.5619626797843439
55,1.0,0.5574710493126654
55,1.05,0.5565383033337653
55,1.1,0.5545515737243587
55,1.15,0.5522824043801112
55,1.2,0.5502426773928516
55,1.25,0.5477578998731404
55,1.3,0.5452713274881482
55,1.35,0.5422456072625381
55,1.4,0.5392059046844145
55,1.45,0.535707720604284
55,1.5,0.5336804656759331
55,1.55,0.5297988717415125
55,1.6,0.5261513121039975
55,1.65,0.5224240778181245
55,1.7,0.5194331343624142
55,1.75,0.5154454936900191
55,1.8,0.5120840741318976
55,1.85,0.5083168087689974
55,1.9,0.5043291978247946
55,1.95,0.49959837223907183
55,2.0,0.4953683535082452
55,2.05,0.49201691775321915
55,2.1,0.48791874380177586
55,2.15,0.48409291206718186
55,2.2,0.4798633211938879
55,2.25,0.4757869250686088
55,2.3,0.4726100223820837
55,2.35,0.46912006542746953
55,2.4,0.4650752515226326
55,2.45,0.4614656574353434
55,2.5,0.457255841478778
55,2.55,0.4543169163375681
55,2.6,0.4509015686076517
55,2.65,0.44836341901014226
55,2.7,0.44481005573090904
55,2.75,0.4407965962721411
55,2.8,0.4376800490253972
55,2.85,0.4365279909174868
55,2.9,0.43366511593663964
55,2.95,0.4295053067007717
60,0.0,0.5735969235975464
60,0.05,0.5726572986764301
60,0.1,0.5721235164694394
60,0.15,0.5708016218719044
60,0.2,0.570905081074531
60,0.25,0.5698778881121828
60,0.3,0.5694573758800099
60,0.35,0.5682276426167591
60,0.4,0.5669639029631252
60,0.45,0.5664257429855192
60,0.5,0.565674672698903
60,0.55,0.5640792687856763
60,0.6,0.5614111137635838
60,0.65,0.5609459580270474
60,0.7,0.5591545433600477
60,0.75,0.5573281782238965
60,0.8,0.5560402479368374
60,0.85,0.5548194461085402
60,0.9,0.5529487633309658
60,0.95,0.5506112999763415
60,1.0,0.5456851767344959
60,1.05,0.5450005632759345
60,1.1,0.5421626069796295
60,1.15,0.5403321367866079
60,1.2,0.5379599494538951
60,1.25,0.5353545591946568
60,1.3,0.5317735932826929
60,1.35,0.5288673055529617
60,1.4,0.5256982816794277
60,1.45,0.5215479837703025
60,1.5,0.5192757446252216
60,1.55,0.5160082825565754
60,1.6,0.5109332888805558
60,1.65,0.5079297072815386
60,1.7,0.5035674689372062
60,1.75,0.49940505697173576
60,1.8,0.4957369429294288
60,1.85,0.491408512216421
60,1.9,0.48698891205349554
60,1.95,0.4824431081113815
60,2.0,0.4776223005173592
60,2.05,0.4747034977673203
60,2.1,0.47046339014908783
60,2.15,0.4662684662249708
60,2.2,0.461832563355974
60,2.25,0.4573947637338413
60,2.3,0.4538619740000831
60,2.35,0.44965731214003596
60,2.4,0.44590133976987417
60,2.45,0.44286342522862626
60,2.5,0.4385168577398864
60,2.55,0.4350306544516757
60,2.6,0.43158490604246574
60,2.65,0.42883994056600155
60,2.7,0.42538839760813785
60,2.75,0.42157991221723545
60,2.8,0.41829806582104123
60,2.85,0.41623090983222405
60,2.9,0.41369861482342585
60,2.95,0.410398952173001
65,0.0,0.5628880857082024
65,0.05,0.5617797156030669
65,0.1,0.5608040692648996
65,0.15,0.56039999604974
65,0.2,0.559633377580566
65,0.25,0.5589004894030787
65,0.3,0.5579879406316147
65,0.35,0.5572529376520953
65,0.4,0.5561050978491084
65,0.45,0.5545285958832806
65,0.5,0.5535229874538267
65,0.55,0.5522929797805072
65,0.6,0.5501929739167468
65,0.65,0.5486481911216113
65,0.7,0.5478651520959943
65,0.75,0.545239206714441
65,0.8,0.5433426728456437
65,0.85,0.5421143081826985
65,0.9,0.5402047828176032
65,0.95,0.5379861999193418
65,1.0,0.5325640886012201
65,1.05,0.5319532270685795
65,1.1,0.5285474741860358
65,1.15,0.5262984648279929
65,1.2,0.5238202089188602
65,1.25,0.5197195852906001
65,1.3,0.5170693090996038
65,1.35,0.513591296270645
65,1.4,0.5100904099112501
65,1.45,0.5061447798180494
65,1.5,0.5026920628294592
65,1.55,0.4990504007661629
65,1.6,0.49439384737475134
65,1.65,0.4899577490357521
65,1.7,0.48536414798722227
65,1.75,0.4810037032875559
65,1.8,0.47723127462546966
65,1.85,0.47259466125917854
65,1.9,0.4675289638091936
65,1.95,0.46408862513135374
65,2.0,0.45759545203659396
65,2.05,0.4544411653010222
65,2.1,0.44999395619951305
65,2.15,0.4452781872081661
65,2.2,0.4409714728136253
65,2.25,0.43714658473456697
65,2.3,0.43363147110289557
65,2.35,0.4289318725791924
65,2.4,0.4249671759765694
65,2.45,0.4212706786960971
65,2.5,0.4187260897817776
65,2.55,0.41493716648034745
65,2.6,0.4115371869184102
65,2.65,0.4078969393554638
65,2.7,0.40491086564634454
65,2.75,0.4016983998025195
65,2.8,0.39915859611654475
65,2.85,0.39706703198915755
65,2.9,0.39357677979715233
65,2.95,0.38962435502838605
70,0.0,0.5550508299539745
70,0.05,0.5538454851167692
70,0.1,0.5531259950738413
70,0.15,0.5531192103998906
70,0.2,0.5522413049246706
70,0.25,0.5512839834910812
70,0.3,0.5504472768416028
70,0.35,0.5492346461869123
70,0.4,0.5482001384256837
70,0.45,0.5467890880664856
70,0.5,0.5457496372193474
70,0.55,0.5446076176861814
70,0.6,0.5417723335262534
70,0.65,0.5398551975421021
70,0.7,0.5385726939692984
70,0.75,0.5365155131526741
70,0.8,0.5342754303832118
70,0.85,0.5319911736023654
70,0.9,0.5307327363860839
70,0.95,0.5285713830355843
70,1.0,0.5221925826473218
70,1.05,0.5217365840695426
70,1.1,0.5185329515565423
70,1.15,0.5160796704346013
70,1.2,0.5124200330543816
70,1.25,0.5090971671305569
70,1.3,0.506198818778164
70,1.35,0.5021042831835297
70,1.4,0.4985851837906238
70,1.45,0.49451942534204674
70,1.5,0.48974633614924706
70,1.55,0.48683035322968354
70,1.6,0.4817655532946746
70,1.65,0.476591161979285
70,1.7,0.4717511103022039
70,1.75,0.4670563671650834
70,1.8,0.46245351644439087
70,1.85,0.45746159811895704
70,1.9,0.45312141678500534
70,1.95,0.4484452689211578
70,2.0,0.4424064904048822
70,2.05,0.4390242464886702
70,2.1,0.4344025759965478
70,2.15,0.4309517840050832
70,2.2,0.42609511360475727
70,2.25,0.42314345650096774
70,2.3,0.4186097499123367
70,2.35,0.4141188995678859
70,2.4,0.409989238399216
70,2.45,0.40638901718308745
70,2.5,0.4039395917094136
70,2.55,0.4001020537029333
70,2.6,0.3970027140464791
70,2.65,0.393388711559266
70,2.7,0.3907489008145933
70,2.75,0.3862374304008444
70,2.8,0.38442069123232325
70,2.85,0.3827058508610684
70,2.9,0.3801349411934776
70,2.95,0.3759459120380491
75,0.0,0.5516458099683242
75,0.05,0.550371035335571
75,0.1,0.5499658101926712
75,0.15,0.5494767649445559
75,0.2,0.5485256952669629
75,0.25,0.5478913988765916
75,0.3,0.5465773251401955
75,0.35,0.5456101939287881
75,0.4,0.5447119086472899
75,0.45,0.5425776168052995
75,0.5,0.5413253693046769
75,0.55,0.5404255468414924
75,0.6,0.5376948472015929
75,0.65,0.5355205775830016
75,0.7,0.5343322260943717
75,0.75,0.5322753461792998
75,0.8,0.5303624504926658
75,0.85,0.5276310194648054
75,0.9,0.526297118054944
75,0.95,0.523752129663726
75,1.0,0.5188520760080955
75,1.05,0.5156590920654175
75,1.1,0.5129777208646586
75,1.15,0.5092593745899805
75,1.2,0.5073734284350221
75,1.25,0.5028798987130242
75,1.3,0.49898636353420683
75,1.35,0.4950635856802688
75,1.4,0.49100954655743684
75,1.45,0.48660510293266196
75,1.5,0.48174900117286185
75,1.55,0.47748357096605826
75,1.6,0.47291579319532795
75,1.65,0.467089976892442
75,1.7,0.46260021930620365
75,1.75,0.4583598956242465
75,1.8,0.453899955430119
75,1.85,0.4478749015903432
75,1.9,0.44327843561103714
75,1.95,0.4384931599624714
75,2.0,0.4330790264570865
75,2.05,0.4294336313600251
75,2.1,0.42480686633936743
75,2.15,0.42070806967859875
75,2.2,0.41600147759929396
75,2.25,0.41275037583529806
75,2.3,0.40878006609920664
75,2.35,0.4037722697621952
75,2.4,0.4001221883919976
75,2.45,0.3982196523593652
75,2.5,0.39448877503334995
75,2.55,0.39008962537725594
75,2.6,0.3879522418731751
75,2.65,0.38470237127155676
75,2.7,0.3822956719124832
75,2.75,0.3772681779658294
75,2.8,0.37521099123082685
75,2.85,0.3726658163149062
75,2.9,0.3695052138079575
75,2.95,0.36725221767730504
80,0.0,0.5427767954950884
80,0.05,0.5414667568599987
80,0.1,0.5402652156166946
80,0.15,0.5406356307066436
80,0.2,0.5392633225156208
80,0.25,0.5378549124723025
80,0.3,0.5367101694876529
80,0.35,0.5361208853251757
80,0.4,0.5350918692844823
80,0.45,0.5330987159376275
80,0.5,0.5322566285634709
80,0.55,0.5306437175233427
80,0.6,0.5274613816237346
80,0.65,0.5251742645590954
80,0.7,0.5243662025970537
80,0.75,0.5206790022150182
80,0.8,0.5194793914315369
80,0.85,0.5163460415376664
80,0.9,0.5153107998198616
80,0.95,0.5122566859769374
80,1.0,0.5058858967568837
80,1.05,0.504327389830357
80,1.1,0.5003330238488071
80,1.15,0.4971794824507264
80,1.2,0.49373401967846114
80,1.25,0.4896444753411932
80,1.3,0.48553351869877365
80,1.35,0.48140276701643686
80,1.4,0.4768615414229713
80,1.45,0.47229170117071273
80,1.5,0.46816823263141394
80,1.55,0.4628718106521396
80,1.6,0.45775198797806915
80,1.65,0.45204078979869117
80,1.7,0.44772853238837723
80,1.75,0.44240219443783946
80,1.8,0.43649528956455674
80,1.85,0.4319946042904927
80,1.9,0.4278088415497333
80,1.95,0.4224438443560577
80,2.0,0.4166412170504695
80,2.05,0.41270487755068935
80,2.1,0.40840633623111494
80,2.15,0.40409374003554854
80,2.2,0.39987002211025197
80,2.25,0.3955594540630513
80,2.3,0.3926066304778196
80,2.35,0.3882327669872327
80,2.4,0.385126236892311
80,2.45,0.38226030332036226
80,2.5,0.37798914289757474
80,2.55,0.37467514474043734
80,2.6,0.37159438960798397
80,2.65,0.3689387860823798
80,2.7,0.3669273301598143
80,2.75,0.3631942056282734
80,2.8,0.35972393795452345
80,2.85,0.35766146647484093
80,2.9,0.3553800845104302
80,2.95,0.35200454671059517
85,0.0,0.5371099027765498
85,0.05,0.5365918842091386
85,0.1,0.5353704256128955
85,0.15,0.53404785077459
85,0.2,0.532952116243585
85,0.25,0.5324340138577465
85,0.3,0.5314469999229693
85,0.35,0.5294685939442859
85,0.4,0.528912797453333
85,0.45,0.527125244349351
85,0.5,0.5263854265366741
85,0.55,0.5246936815716899
85,0.6,0.5210390044488425
85,0.65,0.5185624128465023
85,0.7,0.5165669633073352
85,0.75,0.5142644818249403
85,0.8,0.5125282299380843
85,0.85,0.5095740433643005
85,0.9,0.5078599365630101
85,0.95,0.5051495536477242
85,1.0,0.49907484088516185
85,1.05,0.49617423897713253
85,1.1,0.49354851477518846
85,1.15,0.49007214299049834
85,1.2,0.48593745676420613
85,1.25,0.48131629811361376
85,1.3,0.47793016216528256
85,1.35,0.4721955581795542
85,1.4,0.4672154910312752
85,1.45,0.46282196912580814
85,1.5,0.4577827417110568
85,1.55,0.45262521821587554
85,1.6,0.447033102378139
85,1.65,0.4423737576247902
85,1.7,0.4369933763918795
85,1.75,0.43078193896649963
85,1.8,0.42597930298687714
85,1.85,0.42087605138448436
85,1.9,0.41655691182466964
85,1.95,0.4118544377876863
85,2.0,0.4058475375729001
85,2.05,0.40230276014532923
85,2.1,0.39796989357543183
85,2.15,0.39372132415143823
85,2.2,0.3903710875754737
85,2.25,0.3856743695613039
85,2.3,0.3820774455915402
85,2.35,0.377761658216463
85,2.4,0.3751975846769892
85,2.45,0.3722298379615941
85,2.5,0.36854098663802043
85,2.55,0.36478958442385384
85,2.6,0.36194695789688314
85,2.65,0.3589319381277957
85,2.7,0.3571157528983563
85,2.75,0.3534070047220542
85,2.8,0.3503050397002621
85,2.85,0.34773715556613594
85,2.9,0.344835449258497
85,2.95,0.3419867018422051
90,0.0,0.5288148827600919
90,0.05,0.528293303800126
90,0.1,0.5269944464362007
90,0.15,0.5252706943950277
90,0.2,0.5249113305667042
90,0.25,0.5244788946022381
90,0.3,0.5229278673724289
90,0.35,0.5213325143597977
90,0.4,0.5197273733749804
90,0.45,0.5181362962529505
90,0.5,0.5167362509829456
90,0.55,0.5157870872415645
90,0.6,0.512038444307042
90,0.65,0.5106418500302515
90,0.7,0.5086255715375141
90,0.75,0.5050806288571632
90,0.8,0.5031633334149146
90,0.85,0.4997202400931199
90,0.9,0.4978423428742832
90,0.95,0.495793579986128
90,1.0,0.4879632483031035
90,1.05,0.4864489331469615
90,1.1,0.48240039558069403
90,1.15,0.47862451033881886
90,1.2,0.474973254851986
90,1.25,0.468924771256115
90,1.3,0.46525788310461846
90,1.35,0.4602803333683063
90,1.4,0.45569873958821
90,1.45,0.4497521395287162
90,1.5,0.4454149098373539
90,1.55,0.4398294923373302
90,1.6,0.43319431450103985
90,1.65,0.4276044676326501
90,1.7,0.4224088751371614
90,1.75,0.417522853116719
90,1.8,0.4122166534390458
90,1.85,0.4061754434307601
90,1.9,0.4018857967685988
90,1.95,0.39701851107832387
90,2.0,0.3917995965250841
90,2.05,0.3877332063465032
90,2.1,0.38366065429465296
90,2.15,0.37952429813457605
90,2.2,0.37564382593493806
90,2.25,0.37102927141994796
90,2.3,0.36791608603904624
90,2.35,0.36468845481833706
90,2.4,0.36086812832477916
90,2.45,0.35695040656348676
90,2.5,0.3547572779057138
90,2.55,0.3500423559972816
90,2.6,0.34717978802691507
90,2.65,0.3451922074475099
90,2.7,0.3438002540782084
90,2.75,0.3390054760416709
90,2.8,0.3364513304865535
90,2.85,0.33489993475407004
90,2.9,0.3322205493244946
90,2.95,0.3283915336132069
95,0.0,0.5242344356531717
95,0.05,0.522944627356995
95,0.1,0.5213610045421642
95,0.15,0.5212869935973056
95,0.2,0.5198437698744623
95,0.25,0.5192775670463654
95,0.3,0.5174302968881271
95,0.35,0.5155349276455807
95,0.4,0.5146970641470003
95,0.45,0.5124013748839182
95,0.5,0.5112550981185345
95,0.55,0.5097820006277967
95,0.6,0.5067555882154653
95,0.65,0.5041076346766743
95,0.7,0.5021590623484119
95,0.75,0.4990451344189807
95,0.8,0.4970497701804729
95,0.85,0.4921527702525244
95,0.9,0.49112078883858395
95,0.95,0.4882094274925735
95,1.0,0.48150654030498224
95,1.05,0.4787045368770841
95,1.1,0.47501898403631143
95,1.15,0.4706567116646835
95,1.2,0.46633357305291206
95,1.25,0.4617017548254965
95,1.3,0.4574698562160905
95,1.35,0.4524165758969775
95,1.4,0.4469721465801208
95,1.45,0.44069475967289734
95,1.5,0.4363762875317075
95,1.55,0.43069389462449154
95,1.6,0.4235776738374004
95,1.65,0.41875604058235627
95,1.7,0.4131217763856697
95,1.75,0.40759775081475347
95,1.8,0.4025801402476801
95,1.85,0.3972004689325644
95,1.9,0.39208209717075687
95,1.95,0.3874756444412205
95,2.0,0.38244449460102714
95,2.05,0.3774243055079718
95,2.1,0.37515811078438227
95,2.15,0.3710159678807252
95,2.2,0.3662618930037649
95,2.25,0.36313710941050814
95,2.3,0.3588003153344144
95,2.35,0.35560790688428495
95,2.4,0.3527009664466301
95,2.45,0.34868373838627226
95,2.5,0.3452401532916487
95,2.55,0.34281540494797225
95,2.6,0.3394307384057934
95,2.65,0.33644593846687687
95,2.7,0.33564606231070965
95,2.75,0.33128527095638016
95,2.8,0.3297159499550541
95,2.85,0.3278620655384863
95,2.9,0.3261831285209631
95,2.95,0.32330510025889964
100,0.0,0.5179566456407592
100,0.05,0.5170027615417219
100,0.1,0.5162963161344087
100,0.15,0.5148623534355689
100,0.2,0.5140726101142393
100,0.25,0.5128744321599534
100,0.3,0.5115832380594407
100,0.35,0.5099065757515647
100,0.4,0.5096994654668503
100,0.45,0.5065826764427136
100,0.5,0.5049507009850899
100,0.55,0.5036121064578225
100,0.6,0.4994758006661568
100,0.65,0.4972472820416621
100,0.7,0.49530322870628407
100,0.75,0.4921054444292957
100,0.8,0.48941110171008695
100,0.85,0.48610303256542897
100,0.9,0.4829535601994098
100,0.95,0.4805459054118328
100,1.0,0.474078319689445
100,1.05,0.4702376734111877
100,1.1,0.46712304710429814
100,1.15,0.46158359019570605
100,1.2,0.4575910603860324
100,1.25,0.4530615722946431
100,1.3,0.44777672047530487
100,1.35,0.4412871625977622
100,1.4,0.436808105488935
100,1.45,0.4306375025704541
100,1.5,0.4255972352066011
100,1.55,0.42014371100359515
100,1.6,0.4134390560321536
100,1.65,0.4078864013092631
100,1.7,0.4028320077482298
100,1.75,0.3964387168885818
100,1.8,0.39272814803835027
100,1.85,0.3856272199844594
100,1.9,0.38116443710660614
100,1.95,0.3762202535853671
100,2.0,0.3715912805612347
100,2.05,0.3682316140094063
100,2.1,0.36404168908913187
100,2.15,0.3608827063518661
100,2.2,0.3572095097279822
100,2.25,0.35209795564360996
100,2.3,0.3490806539650751
100,2.35,0.3453231753349265
100,2.4,0.34162824907540035
100,2.45,0.33855213992443006
100,2.5,0.3361685871861963
100,2.55,0.33224530930038393
100,2.6,0.32852132622996083
100,2.65,0.3264436512297311
100,2.7,0.3277269374457745
100,2.75,0.32291680390195937
100,2.8,0.31967330928825927
100,2.85,0.3180456494811493
100,2.9,0.31505378517243293
100,2.95,0.3135817206161156
105,0.0,0.5129594609959122
105,0.05,0.5104260628831584
105,0.1,0.5102882885452263
105,0.15,0.509141715915771
105,0.2,0.508096478474108
105,0.25,0.5070414322402553
105,0.3,0.5056729699532326
105,0.35,0.5045308923252046
105,0.4,0.5028452402638958
105,0.45,0.5005201004053995
105,0.5,0.49871043334502335
105,0.55,0.4969467168600991
105,0.6,0.4934917602394246
105,0.65,0.49091728102239157
105,0.7,0.4883832003559011
105,0.75,0.4855659498498763
105,0.8,0.4827994800004679
105,0.85,0.47886710494159734
105,0.9,0.4750882746588312
105,0.95,0.4737374401563002
105,1.0,0.4666242360760773
105,1.05,0.46333230522643254
105,1.1,0.4577955311810271
105,1.15,0.4528853333250103
105,1.2,0.4490789142494818
105,1.25,0.443602197978098
105,1.3,0.4386797386825117
105,1.35,0.4326023085123092
105,1.4,0.42727423428274075
105,1.45,0.42086871535965215
105,1.5,0.41526950385577865
105,1.55,0.40928113527275123
105,1.6,0.404409909253162
105,1.65,0.39723275239887545
105,1.7,0.39188652033379257
105,1.75,0.386160918072669
105,1.8,0.38139704227685706
